ticker,sector,pe_ratio,ps_ratio,pb_ratio,peg_ratio,free_cash_flow,earnings_growth,pe_vs_sector,undervalued_flag,score,price,sma50,sma200,above_sma50,above_sma200,rsi,macd_bullish,volume_today,avg_volume_30d,volume_spike,fundamentals_score,technicals_score
SWK,Industrials,38.276638,0.9521943,1.6172293,1.39,1468225024.0,2.478,3.6139158266666698,False,34.7056613825619,93.80999755859375,85.25622131347656,76.67766752243043,True,True,62.394677081895416,True,858482.0,1769959.4,False,7.842768970936502,75
CTVA,Basic Materials,48.49189,3.3540075,2.4673395,1.4,2576124928.0,0.121,8.07226182352941,False,34.671719545240926,89.66999816894531,81.9826318359375,74.90882764816284,True,True,65.0112603755908,True,1732785.0,3959782.8333333335,False,7.786199242068214,75
DE,Industrials,33.828426,3.4088511,5.8842473,1.44,1098749952.0,-0.085,-0.8342961733333283,True,34.5406663400294,598.6300048828125,587.3407495117187,544.50703125,True,True,54.481091300492444,True,415852.0,1184388.4,False,7.567777233382329,75
RCL,Consumer Cyclical,19.796972,4.5856395,8.369216,1.46,-1516249984.0,-0.046,-23.081127028846158,True,34.47783261150332,320.9906005859375,291.96203552246095,284.1124047088623,True,True,73.31211198608003,True,882110.0,2626353.6666666665,False,7.463054352505534,75
GEN,Technology,17.146496,3.2227392,6.165827,1.51,1422249984.0,2.652,-91.7113102804878,True,34.328030344818636,27.0,25.53260009765625,24.1021799659729,True,True,58.4234976012207,True,1219285.0,5477756.166666667,False,7.2133839080310596,75
SYK,Healthcare,40.084587,5.2479615,5.771175,1.6,4359875072.0,0.142,7.773999925925928,False,34.08198012178904,347.3800048828125,316.55937133789064,341.73635177612306,True,True,57.85573926089303,True,908357.0,2539761.9,False,6.803300202981731,75
ROP,Technology,15.989996,4.5817227,2.0287387,1.62,2265687552.0,2.33,-92.86781028048779,True,34.031014986429,383.3999938964844,343.83905212402345,382.5119187927246,True,True,58.60881371632262,True,384370.0,1128835.6666666667,False,6.718358310714999,75
BMY,Healthcare,17.949581,2.699062,6.520147,1.64,9851750400.0,0.092,-14.361006074074073,True,33.98129290315091,64.23500061035156,57.58996711730957,54.42763830184936,True,True,73.87870937082019,True,9220143.0,12334788.1,False,6.635488171918186,75
SYY,Consumer Defensive,23.408333,0.48276764,17.541632,1.65,1868375040.0,-0.135,-3.449753107142861,True,33.95688388045076,84.19999694824219,79.72442489624024,77.5671455001831,True,True,51.47643716374034,True,841629.0,3281154.3,False,6.594806467417932,75
MCK,Healthcare,22.630894,0.2521308,-48.0,1.66,5657625088.0,0.372,-9.67969307407407,True,33.932768942361456,866.8400268554688,788.0635522460938,834.2451611328125,True,True,65.79164848637603,True,234083.0,1099852.7666666666,False,6.554614903935755,75
BBY,Consumer Cyclical,16.275925,0.44253036,6.0066977,1.69,1143750016.0,0.379,-26.602174028846157,True,33.862136431389814,88.25,76.84747627258301,69.21687707901,True,True,65.42159820797878,True,749797.0,3580799.9,False,6.436894052316357,75
HAS,Consumer Cyclical,16.675266,2.6662512,20.466259,1.72,721862528.0,,-26.202833028846158,True,33.79396784521951,93.81999969482422,84.68504196166992,86.38994235992432,True,True,77.95336365191574,True,328995.0,2397769.8333333335,False,6.32327974203252,75
MA,Financial Services,33.146324,14.920354,75.646774,1.73,16148124672.0,0.212,13.050910313043477,False,33.77177036725654,573.9949951171875,512.0300994873047,526.2271194458008,True,True,72.9270681937441,True,2344301.0,3513393.3666666667,False,6.28628394542757,75
AMP,Financial Services,13.420528,2.400377,7.48049,1.75,,0.117,-6.674885686956523,True,33.7281364677179,540.0700073242188,481.8615997314453,473.87700744628904,True,True,71.6551529844972,True,119810.0,732570.3333333334,False,6.213560779529842,75
MRSH,Financial Services,23.193777,3.2396662,5.97202,1.76,4785249792.0,0.073,3.0983633130434782,False,33.7066913977742,189.72000122070312,170.25177612304688,175.47055473327637,True,True,62.16402841725371,True,1275950.0,2737108.3333333335,False,6.177818996290334,75
DG,Consumer Defensive,17.937677,0.64851683,3.1588924,1.77,1882562304.0,0.124,-8.92040910714286,True,33.685488645005,126.69000244140625,114.37442596435547,122.07180976867676,True,True,59.173560746387345,True,638272.0,2656542.4,False,6.142481075008334,75
NDAQ,Financial Services,27.542274,9.406233,4.4337544,1.77,1691500032.0,0.141,7.4468603130434765,False,33.685488645005,94.3949966430664,87.90949935913086,88.7315135192871,True,True,64.83437035932512,True,1322709.0,4806290.3,False,6.142481075008334,75
CMG,Consumer Cyclical,35.75926,4.0811315,20.641367,1.8,1087909760.0,-0.179,-7.1188390288461605,True,33.62329390354868,38.53779983520508,32.71635601043701,34.954389057159425,True,True,61.88837512376296,True,19504078.0,18789385.933333334,False,6.038823172581135,75
DRI,Consumer Cyclical,19.800768,1.7922076,10.682652,1.82,790974976.0,0.36,-23.077331028846157,True,33.58296984040667,206.4600067138672,201.87708282470703,193.84395431518556,True,True,52.38096020910563,True,590598.0,1583753.2666666666,False,5.971616400677784,75
MMM,Industrials,31.123665,3.5825093,27.959558,1.83,6350125056.0,0.328,-3.5390571733333296,True,33.563138333943385,175.3000030517578,160.13381713867187,157.94516220092774,True,True,71.14653671765998,True,949292.0,3831083.066666667,False,5.938563889905646,75
TMO,Healthcare,30.59483,4.5541596,4.063256,1.83,6226625024.0,0.094,-1.7157570740740695,True,33.563138333943385,569.5150146484375,501.96712097167966,529.6041972351074,True,True,67.49044086408053,True,741370.0,2285885.6666666665,False,5.938563889905646,75
NDSN,Industrials,31.479155,5.6479063,5.1212783,1.84,574589504.0,0.061,-3.18356717333333,True,33.54352238733296,295.1400146484375,289.7305035400391,267.12942237854,True,True,60.637782662146556,True,68185.0,393556.1666666667,False,5.905870645554943,75
MCHP,Technology,343.93182,8.71756,6.376622,0.28,1139912448.0,,235.0740137195122,False,33.54338109570138,75.5999984741211,89.22233932495118,74.87184141159058,False,True,32.07285729778562,False,3810019.0,11829193.966666667,False,39.23896849283564,25
NTAP,Technology,27.121069,4.880033,25.023937,1.91,1295250048.0,0.234,-81.7367372804878,True,33.41196203336464,173.08999633789062,159.9526254272461,119.88783428192139,True,True,53.77189938910293,True,563998.0,2846179.933333333,False,5.6866033889410685,75
AVY,Consumer Cyclical,19.916666,1.5021697,5.8937616,1.92,809049984.0,0.043,-22.96143302884616,True,33.393950794428505,177.1199951171875,159.9714385986328,170.85465293884278,True,True,67.16166492780562,True,881731.0,762437.7,False,5.6565846573808365,75
IEX,Industrials,33.62302,4.8240976,4.2872343,1.92,578887488.0,0.109,-1.0397021733333318,True,33.393950794428505,233.99000549316406,219.50555419921875,196.05666786193848,True,True,69.32373374860859,True,608176.0,756022.5333333333,False,5.6565846573808365,75
DGX,Healthcare,24.948992,2.2415533,3.435977,1.97,909625024.0,0.15,-7.361595074074071,True,33.30663742801219,234.5500030517578,205.53668853759766,192.34048515319824,True,True,77.66892677926636,True,328230.0,1052457.6666666667,False,5.511062380020316,75
PKG,Consumer Cyclical,31.870298,2.296197,4.742531,1.98,,-0.199,-11.00780102884616,True,33.2897039266466,246.1699981689453,229.05266387939454,215.1687170410156,True,True,66.32269035547526,True,147308.0,708726.9333333333,False,5.482839877744336,75
PAYX,Technology,23.48364,10.293559,10.932502,2.04,,0.434,-85.3741662804878,True,33.191589227557756,115.11499786376953,102.65045104980469,101.1110217666626,True,True,62.494546567537704,True,1496532.0,3679664.4,False,5.319315379262925,75
VRSK,Industrials,30.852306,8.378546,-22.499718,2.05,1014275008.0,-0.034,-3.81041617333333,True,33.17579515404589,200.55999755859375,184.79792022705078,198.59356605529786,True,True,61.25871740577524,True,757719.0,2663357.3,False,5.2929919234098195,75
AMGN,Healthcare,26.586927,5.543828,22.452433,2.06,7436624896.0,0.044,-5.723660074074072,True,33.16015442105356,382.8500061035156,354.55520202636717,340.1885646057129,True,True,63.619820200816335,True,810213.0,2568737.1,False,5.266924035089269,75
EMR,Industrials,34.438515,4.5389624,4.094733,2.08,3272250112.0,0.279,-0.22420717333332618,True,33.12932413005906,148.66000366210938,141.51120025634765,138.76662826538086,True,True,64.0275428699492,True,1063007.0,2720700.2333333334,False,5.215540216765105,75
ALLE,Industrials,20.226377,3.056149,6.1880198,2.26,484449984.0,0.162,-14.43634517333333,True,32.87640661013075,154.4499969482422,136.5616781616211,151.23088146209716,True,True,71.28524223253814,True,355588.0,1420499.6,False,4.794011016884586,75
MSI,Technology,34.22504,5.9454474,27.769976,2.28,1815124992.0,-0.138,-74.6327662804878,True,32.850769746512285,425.239990234375,410.55786193847655,414.14419570922854,True,True,51.411135952398155,True,281400.0,1005300.0,False,4.751282910853813,75
TRV,Financial Services,9.965351,1.5799305,2.3366587,2.36,14775124992.0,0.571,-10.130062686956522,True,32.7525675231602,370.7449951171875,327.3621478271484,297.9799348449707,True,True,64.41674876111801,True,1108179.0,2257415.966666667,False,4.5876125386003395,75
ON,Technology,62.13603,5.4243984,4.535233,0.29,1282174976.0,,-46.721776280487795,True,32.72994740818154,84.5999984741211,105.65119995117188,74.86034999847412,False,True,37.45583360376563,False,3371925.0,12147107.5,False,37.883245680302565,25
ADP,Technology,23.686186,4.790986,16.332726,2.38,4749387264.0,0.105,-85.17162028048779,True,32.72904850328176,260.1600036621094,233.90792419433595,233.0683080291748,True,True,61.22600388456884,True,1125096.0,2766786.533333333,False,4.548414172136272,75
BKR,Energy,19.221865,2.1403806,2.952682,2.43,4415000064.0,-0.042,-81.62116894285714,True,32.67194471016127,59.900001525878906,59.88220024108887,56.21546873092652,True,True,59.08385615148384,True,2815032.0,10133061.066666666,False,4.453241183602117,75
SHW,Basic Materials,31.550323,3.3980749,18.300573,2.53,2506037504.0,0.143,-8.86930517647059,True,32.56450832468556,342.55999755859375,322.33281677246094,331.4210029602051,True,True,54.23963921202031,True,522008.0,2540073.6,False,4.274180541142602,75
DUK,Utilities,19.296467,2.9931502,1.8273063,2.56,-2246500096.0,0.12,-7.849388112903224,True,32.53391413522783,125.77999877929688,125.52580047607422,123.33201210021973,True,True,50.8407934390699,True,1965257.0,3797961.9,False,4.223190225379716,75
ECL,Basic Materials,37.042896,4.6176305,7.714038,2.58,,0.033,-3.3767321764705898,True,32.51391328268828,276.8599853515625,267.48121063232423,269.53377578735353,True,True,52.282890696205435,True,349795.0,1397303.1666666667,False,4.189855471147131,75
TGT,Consumer Defensive,18.958387,0.61275685,3.9757051,2.61,3141250048.0,-0.247,-7.899699107142862,True,32.484486741020895,143.2100067138672,132.2347996520996,112.75647960662842,True,True,64.84002684738519,True,897104.0,4208540.133333334,False,4.140811235034823,75
AWK,Utilities,23.731367,5.137322,2.422725,2.68,-1896625024.0,-0.048,-3.414488112903225,True,32.418386822797885,136.9149932861328,129.0056996154785,130.21421058654786,True,True,65.068958155265,True,1414424.0,2293250.8,False,4.030644704663146,75
AAPL,Technology,40.145454,10.775365,45.619835,2.71,101090746368.0,0.218,-68.71235228048779,True,32.391103619862406,331.95001220703125,309.27100036621096,277.3441311645508,True,True,62.94165033519495,True,26197159.0,59886201.96666667,False,3.9851726997706733,75
PM,Consumer Defensive,26.403845,7.0418773,-32.28418,2.73,9714374656.0,-0.075,-0.4542411071428596,True,32.373247946146385,191.91000366210938,182.87200012207032,167.47355834960936,True,True,59.459464767047535,True,2305912.0,5341523.733333333,False,3.955413243577308,75
CBOE,Financial Services,25.666666,6.558333,5.849696,2.73,1003075008.0,0.544,5.571252313043477,False,32.373247946146385,299.9100036621094,285.33747467041013,277.8843715667725,True,True,73.23409328884857,True,577381.0,1479979.3666666667,False,3.955413243577308,75
